episode,timestep,reward
202,120000,755.1365
204,121200,617.073
206,122400,460.3377
208,123600,1113.4614
210,124800,367.2417
212,126000,434.2652
214,127200,464.2651
216,128400,289.403
218,129600,318.2583
220,130800,448.7433
222,132000,216.8366
224,133200,426.862
226,134400,433.4463
228,135600,427.014
230,136800,261.1061
232,138000,845.9114
234,139200,268.6897
237,140400,649.1548
239,141600,1118.4857
241,142800,385.2535
243,144000,437.729
245,145200,142.6949
247,146400,1196.3855
249,147600,181.6386
252,148800,874.0043
254,150000,467.1801
256,151200,1787.775
258,152400,332.7084
262,153600,1081.1231
264,154800,376.09
266,156000,424.3433
268,157200,288.091
270,158400,508.2617
272,159600,466.5199
274,160800,412.9821
276,162000,348.8136
278,163200,267.5401
280,164400,320.8702
282,165600,590.5529
284,166800,505.555
286,168000,630.1501
288,169200,337.4669
290,170400,342.7701
292,171600,470.4511
294,172800,523.9198
296,174000,215.7142
298,175200,581.5918
300,176400,217.4835
302,177600,282.4946
304,178800,350.3492
306,180000,1203.0172
308,181200,583.0466
310,182400,549.6221
313,183600,856.4672
315,184800,537.65
317,186000,497.6399
319,187200,852.5521
321,188400,351.6586
323,189600,904.2309
327,190800,1115.3731
329,192000,470.2118
331,193200,533.939
333,194400,1488.6642
335,195600,1008.5673
337,196800,534.0975
339,198000,479.828
342,199200,781.8447
344,200400,583.4319
346,201600,469.7463
348,202800,995.4931
350,204000,306.1968
352,205200,932.7196
354,206400,153.4887
356,207600,249.9498
360,208800,1081.426
362,210000,437.3062
364,211200,500.7381
366,212400,313.6913
368,213600,561.853
370,214800,326.9832
372,216000,946.2511
374,217200,533.4898
376,218400,480.8516
378,219600,240.5716
380,220800,465.9928
382,222000,917.2975
384,223200,503.4665
386,224400,1052.2073
388,225600,582.0488
391,226800,873.8719
393,228000,982.7805
396,229200,875.1168
398,230400,482.6876
400,231600,821.3753
404,232800,1419.8806
406,234000,1097.348
410,235200,1145.7028
413,236400,827.8875
415,237600,786.8164
417,238800,310.9675
419,240000,1250.6785
422,241200,872.5415
424,242400,434.6014
426,243600,594.0587
429,244800,845.2393
432,246000,1167.8998
436,247200,1467.6258
438,248400,1109.2126
440,249600,638.3896
443,250800,989.2216
445,252000,1281.3179
448,253200,1010.6521
453,254400,1402.8819
455,255600,1160.637
457,256800,417.9832
460,258000,680.7532
462,259200,354.5788
464,260400,302.7186
467,261600,1093.8714
469,262800,413.0832
471,264000,1106.0317
475,265200,1154.7328
477,266400,1125.5986
479,267600,1021.5495
482,268800,867.7871
484,270000,523.4686
487,271200,1274.0356
489,272400,1148.7805
491,273600,763.7131
495,274800,1032.5773
497,276000,512.8093
500,277200,731.7481
502,278400,466.3308
505,279600,1156.3233
509,280800,1450.752
511,282000,307.7483
513,283200,568.0726
516,284400,1136.1094
518,285600,357.4987
520,286800,426.6697
522,288000,536.3543
524,289200,430.8283
526,290400,695.9403
528,291600,308.8954
530,292800,1087.5589
532,294000,374.1447
534,295200,1230.2898
536,296400,328.7532
538,297600,566.9267
541,298800,957.2951
543,300000,496.2231
545,301200,322.2917
547,302400,576.3155
550,303600,703.5486
552,304800,1143.4367
555,306000,1032.8993
557,307200,929.6349
559,308400,778.2995
561,309600,609.4287
563,310800,835.5372
565,312000,566.4058
567,313200,410.9697
570,314400,745.974
572,315600,318.1282
574,316800,1160.9757
576,318000,724.9236
578,319200,393.1238
581,320400,711.8245
585,321600,1745.9249
587,322800,325.8767
589,324000,522.7973
591,325200,542.3289
593,326400,372.4756
595,327600,1028.5291
598,328800,1178.4384
600,330000,459.9755
603,331200,822.7292
605,332400,282.1366
607,333600,440.5255
609,334800,368.2377
611,336000,580.4792
614,337200,950.7742
616,338400,540.1668
619,339600,1203.6783
622,340800,1136.462
624,342000,524.2859
626,343200,1329.9057
629,344400,1044.3086
631,345600,445.9719
634,346800,765.1782
636,348000,1098.4067
640,349200,1115.8228
642,350400,846.4876
644,351600,290.0833
646,352800,1663.7556
649,354000,896.3629
653,355200,1352.8952
656,356400,1512.1097
658,357600,459.933
661,358800,870.8923
663,360000,385.3191
666,361200,1237.6119
668,362400,360.6661
670,363600,1057.7292
672,364800,610.9189
675,366000,1146.5464
677,367200,463.8574
680,368400,1535.85
682,369600,525.769
684,370800,617.6376
686,372000,341.5172
689,373200,630.8413
692,374400,772.1544
694,375600,1741.988
698,376800,1066.6727
700,378000,566.274
702,379200,576.5295
705,380400,1297.2718
708,381600,1335.3513
710,382800,565.6986
712,384000,271.9654
714,385200,529.4733
716,386400,1196.1124
719,387600,979.2416
721,388800,1076.0494
725,390000,1555.3072
727,391200,365.6324
729,392400,591.5408
732,393600,1689.9175
735,394800,1246.5328
739,396000,1080.5092
741,397200,483.2122
743,398400,498.4351
747,399600,1189.9775
749,400800,1002.0465
752,402000,1180.5062
755,403200,1098.8282
758,404400,1159.9667
761,405600,1076.0292
766,406800,1542.7099
769,408000,958.8104
772,409200,1770.5638
777,410400,1246.1714
781,411600,1625.8241
783,412800,935.1197
787,414000,1363.9528
789,415200,1072.5657
792,416400,1791.8422
797,417600,1570.7338
800,418800,986.9356
804,420000,1435.0575
808,421200,1297.1209
810,422400,1268.2289
812,423600,1031.0627
814,424800,411.9002
819,426000,1217.1933
823,427200,1748.5777
825,428400,1225.7145
827,429600,1245.1574
830,430800,1040.4607
832,432000,933.3392
836,433200,1427.4313
839,434400,1274.9552
842,435600,1180.6157
846,436800,1612.3537
849,438000,1265.331
853,439200,1646.6472
855,440400,195.8392
857,441600,617.7455
861,442800,1390.6703
866,444000,1514.9871
868,445200,549.1911
871,446400,987.9943
873,447600,401.777
876,448800,1326.4131
878,450000,1198.5426
881,451200,836.9076
886,452400,1502.9074
888,453600,1050.6733
892,454800,987.2072
895,456000,1512.5741
899,457200,1628.647
902,458400,1648.3712
906,459600,1550.7198
909,460800,826.8814
912,462000,1221.8628
914,463200,442.6487
920,464400,1513.8496
922,465600,1185.8164
925,466800,886.2284
928,468000,1326.5063
932,469200,1021.926
936,470400,1409.7614
940,471600,1329.9056
944,472800,1532.5856
946,474000,320.2488
948,475200,444.7858
950,476400,1267.5383
952,477600,415.5461
954,478800,475.1905
958,480000,945.975
963,481200,1780.0906
967,482400,1354.4236
970,483600,774.0892
972,484800,411.7635
974,486000,998.4868
976,487200,562.5202
981,488400,1252.7903
984,489600,1198.6395
988,490800,1296.7386
992,492000,1318.3736
994,493200,997.6014
996,494400,943.5186
998,495600,600.651
1000,496800,368.1494
1004,498000,1008.2263
1010,499200,1620.4129
1013,500400,1338.5641
1016,501600,1488.1228
1019,502800,1318.119
1024,504000,1674.6637
1026,505200,1108.5921
1030,506400,1065.2969
1037,507600,1752.0103
1039,508800,1187.2377
1046,510000,1415.8011
1048,511200,1229.3894
1052,512400,1067.0592
1055,513600,1624.3562
1062,514800,1773.8023
1068,516000,1538.6931
1073,517200,1580.4724
1077,518400,1790.8402
1082,519600,1358.0711
1086,520800,1761.9217
1092,522000,1840.6547
1101,523200,1751.2921
1105,524400,1159.845
1109,525600,1719.996
1113,526800,1473.7153
1117,528000,1060.8002
1120,529200,1324.1506
1125,530400,1853.9295
1129,531600,1698.7061
1137,532800,1615.1744
1139,534000,1037.0435
1142,535200,1131.2098
1145,536400,1003.1637
1151,537600,1856.6221
1155,538800,1513.0062
1159,540000,1362.5774
1164,541200,1535.6718
1166,542400,446.5458
1172,543600,1582.5913
1176,544800,1446.1217
1181,546000,1513.9665
1186,547200,1432.9796
1191,548400,1716.4987
1193,549600,1769.1542
1198,550800,1171.6232
1202,552000,1713.9567
1205,553200,1303.0143
1212,554400,1645.2554
1214,555600,314.4662
1219,556800,1520.0144
1225,558000,1749.7591
1231,559200,1583.3022
1235,560400,1334.3835
1242,561600,1510.3457
1250,562800,1704.4458
1255,564000,1431.1339
1262,565200,1711.312
1269,566400,1683.9554
1280,567600,1771.8404
1287,568800,1751.182
1297,570000,1843.5205
1307,571200,1698.0176
1318,572400,1736.8933
1325,573600,1680.6429
1337,574800,1728.5151
1345,576000,1714.6916
1352,577200,1668.6998
1358,578400,1739.9241
1365,579600,1780.9574
1369,580800,1666.2353
1375,582000,1619.3319
1382,583200,1496.841
1395,584400,1772.8578
1405,585600,1766.1033
1417,586800,1734.2631
1425,588000,1818.156
1435,589200,1731.6265
1446,590400,1709.1513
1458,591600,1697.2917
1469,592800,1689.2467
1484,594000,1678.239
1497,595200,1752.1877
1511,596400,1677.7179
1519,597600,1727.0252
1527,598800,1641.9675
1543,600000,1699.3498
1557,601200,1767.7006
1571,602400,1722.4973
1582,603600,1794.6085
1594,604800,1740.9246
1608,606000,1656.3869
1619,607200,1818.877
1634,608400,1739.0044
1649,609600,1779.0425
1661,610800,1701.2316
1675,612000,1726.7703
1687,613200,1663.8297
1702,614400,1772.1486
1719,615600,1812.7683
1732,616800,1733.8958
1746,618000,1766.4666
1757,619200,1748.4468
1770,620400,1738.4992
1785,621600,1733.0382
1795,622800,1693.065
1808,624000,1727.4444
1822,625200,1752.6675
1834,626400,1715.8111
1850,627600,1793.0193
1868,628800,1819.9537
1883,630000,1746.4881
1900,631200,1722.2133
1915,632400,1734.6794
1933,633600,1744.5161
1947,634800,1698.312
1963,636000,1738.5503
1978,637200,1801.3594
1993,638400,1760.8083
2008,639600,1748.561
2022,640800,1737.8407
2037,642000,1704.0259
2054,643200,1753.4478
2070,644400,1757.3164
2087,645600,1709.0933
2100,646800,1731.8005
2115,648000,1675.9315
2134,649200,1709.8447
2149,650400,1851.4428
2166,651600,1700.9825
2183,652800,1725.6519
2197,654000,1838.4813
2217,655200,1704.8966
2232,656400,1786.5168
2244,657600,1789.1721
2262,658800,1727.9779
2277,660000,1720.1941
2297,661200,1749.806
2316,662400,1806.4105
2333,663600,1712.662
2348,664800,1731.0472
2364,666000,1706.6894
2385,667200,1734.832
2402,668400,1735.7651
2418,669600,1798.4487
2435,670800,1733.2465
2449,672000,1763.6133
2467,673200,1789.3391
2481,674400,1760.6508
2497,675600,1772.2306
2508,676800,1770.3816
2530,678000,1700.381
2547,679200,1812.7702
2565,680400,1747.917
2582,681600,1807.6747
2599,682800,1769.4371
2616,684000,1718.4294
2637,685200,1718.1651
2656,686400,1711.3852
2674,687600,1775.6009
2692,688800,1745.5511
2707,690000,1775.2636
2724,691200,1750.5483
2743,692400,1717.579
2761,693600,1805.6622
2779,694800,1722.8522
2797,696000,1782.4126
2813,697200,1687.1192
2831,698400,1756.9027
2849,699600,1685.8876
2862,700800,1658.848
2879,702000,1795.4603
2896,703200,1736.1126
2918,704400,1666.1787
2939,705600,1812.5391
2957,706800,1740.3612
2976,708000,1753.3012
2995,709200,1701.9909
3011,710400,1716.0924
3028,711600,1746.6833
3048,712800,1756.9821
3067,714000,1752.5704
3090,715200,1715.6461
3109,716400,1737.36
3126,717600,1752.7482
3146,718800,1699.6093
3169,720000,1711.9273
3193,721200,1691.5116
3214,722400,1692.4833
3230,723600,1733.7127
3249,724800,1759.1848
3266,726000,1757.9763
3286,727200,1749.9491
3308,728400,1717.2683
3328,729600,1738.5024
3349,730800,1743.1862
3366,732000,1748.2892
3387,733200,1689.5159
3408,734400,1723.4153
3425,735600,1775.2308
3445,736800,1732.6192
3466,738000,1765.5162
3487,739200,1810.2659
3510,740400,1683.2606
3532,741600,1707.602
3557,742800,1733.1326
3584,744000,1739.8606
3607,745200,1704.9917
3629,746400,1700.8927
3650,747600,1707.2407
3669,748800,1691.8728
3688,750000,1717.9419
3713,751200,1719.6721
3735,752400,1772.7099
3760,753600,1671.2462
3783,754800,1758.1126
3806,756000,1801.8509
3827,757200,1710.7397
3853,758400,1733.4579
3877,759600,1721.0238
3900,760800,1744.5681
3926,762000,1737.1217
3953,763200,1748.0381
3977,764400,1803.3448
3998,765600,1760.144
4019,766800,1792.0127
4043,768000,1751.3174
4065,769200,1769.0036
4091,770400,1819.1591
4112,771600,1757.6124
4140,772800,1736.462
4162,774000,1779.1834
4188,775200,1768.5692
4210,776400,1723.3294
4232,777600,1765.3441
4257,778800,1715.8927
4282,780000,1738.3204
4310,781200,1688.6602
4333,782400,1733.8009
4357,783600,1750.8949
4378,784800,1709.1709
4405,786000,1731.1518
4428,787200,1777.391
4454,788400,1745.3311
4479,789600,1710.259
4502,790800,1739.8087
4527,792000,1781.4501
4552,793200,1755.768
4576,794400,1723.9871
4604,795600,1716.8666
4627,796800,1687.5988
4652,798000,1708.216
4676,799200,1774.5983
4700,800400,1770.882
4722,801600,1746.6501
4747,802800,1743.2003
4771,804000,1755.7486
4797,805200,1745.4836
4822,806400,1760.8674
4848,807600,1781.3331
4870,808800,1781.5663
4895,810000,1725.8875
4922,811200,1705.4264
4944,812400,1760.9076
4967,813600,1721.7516
4990,814800,1729.9107
5015,816000,1754.4286
5038,817200,1778.6897
5061,818400,1812.7792
5085,819600,1784.5644
5109,820800,1793.1028
5136,822000,1763.2472
5163,823200,1742.5776
5187,824400,1761.2868
5211,825600,1694.0267
5237,826800,1743.4163
5262,828000,1772.0341
5285,829200,1761.9704
5310,830400,1761.9256
5335,831600,1724.643
5359,832800,1840.2459
5387,834000,1745.222
5413,835200,1726.6186
5438,836400,1777.8783
5462,837600,1751.3879
5490,838800,1738.7886
5515,840000,1771.2768
5542,841200,1739.4467
5570,842400,1701.6222
5597,843600,1749.6636
5622,844800,1734.6432
5648,846000,1746.0793
5677,847200,1717.7676
5705,848400,1738.5721
5732,849600,1707.7875
5760,850800,1737.3873
5786,852000,1754.7467
5810,853200,1746.8035
5837,854400,1779.1905
5864,855600,1767.1873
5890,856800,1765.6017
5917,858000,1704.5401
5943,859200,1746.4974
5971,860400,1773.6738
5997,861600,1728.6047
6024,862800,1734.3608
6048,864000,1862.2335
6075,865200,1748.0603
6101,866400,1739.8574
6129,867600,1785.7291
6154,868800,1737.9629
6182,870000,1756.0776
6207,871200,1826.1282
6232,872400,1808.8626
6259,873600,1710.8693
6286,874800,1783.1527
6314,876000,1711.0459
6338,877200,1729.1812
6366,878400,1742.6297
6394,879600,1764.7469
6419,880800,1723.6048
6447,882000,1714.2583
6478,883200,1743.9946
6505,884400,1784.2547
6531,885600,1802.3744
6558,886800,1741.7177
6588,888000,1779.7914
6617,889200,1704.8545
6644,890400,1747.2959
6669,891600,1749.5675
6693,892800,1780.0668
6720,894000,1768.5146
6749,895200,1695.6818
6773,896400,1734.9459
6800,897600,1765.3862
6823,898800,1744.818
6848,900000,1779.2495
6876,901200,1689.6071
6903,902400,1685.0654
6930,903600,1756.8524
6957,904800,1818.7026
6983,906000,1748.9542
7011,907200,1705.2793
7043,908400,1724.7556
7072,909600,1743.3715
7100,910800,1775.567
7125,912000,1767.3469
7153,913200,1694.5763
7183,914400,1736.9575
7211,915600,1730.9934
7236,916800,1759.4076
7264,918000,1765.0265
7290,919200,1729.577
7316,920400,1830.3347
7344,921600,1749.1033
7373,922800,1718.211
7405,924000,1732.4814
7433,925200,1718.0096
7461,926400,1739.7666
7490,927600,1686.5702
7520,928800,1742.3504
7549,930000,1660.3688
7577,931200,1722.191
7607,932400,1691.6532
7633,933600,1721.6887
7661,934800,1721.7538
7689,936000,1740.5106
7716,937200,1738.6399
7744,938400,1730.6336
7773,939600,1734.2831
7799,940800,1761.5215
7825,942000,1752.3153
7856,943200,1698.7782
7884,944400,1763.2327
7914,945600,1692.1257
7943,946800,1688.0922
7971,948000,1742.0213
7999,949200,1765.9693
8026,950400,1760.5661
8057,951600,1706.3548
8086,952800,1700.3366
8115,954000,1722.0716
8141,955200,1811.8066
8167,956400,1724.1569
8194,957600,1745.9671
8223,958800,1707.48
8252,960000,1764.698
8280,961200,1716.9715
8312,962400,1722.4326
8342,963600,1713.8741
8369,964800,1756.8905
8398,966000,1769.641
8427,967200,1751.9734
8456,968400,1687.0177
8485,969600,1747.2922
8514,970800,1706.256
8542,972000,1779.9402
8573,973200,1712.2143
8601,974400,1714.387
8628,975600,1739.0715
8656,976800,1737.9248
8687,978000,1737.8672
8714,979200,1751.4494
8742,980400,1732.5574
8767,981600,1792.6061
8793,982800,1791.8499
8820,984000,1730.8906
8848,985200,1793.7122
8876,986400,1714.3123
8903,987600,1789.4868
8931,988800,1803.8684
8960,990000,1679.7311
8988,991200,1739.1203
9014,992400,1735.0683
9046,993600,1718.4834
9074,994800,1774.5102
9103,996000,1714.7808
9131,997200,1747.3057
9163,998400,1760.2951
9191,999600,1759.2742
